Evaluation1,Evaluation2,Assessement1,Evaluation3,FinalAssessement
6.75,7.75,8.07,8.75,8.18
7.7,8.7,8.78,9.7,8.65
3.76,4.76,5.82,5.76,6.68
10,10,10,10,9.86
7.59,8.59,8.69,9.59,8.6
8.87,9.87,9.65,10,9.23
9.57,10,10,10,9.59
2.52,3.52,4.89,4.52,6.06
6.77,7.77,8.08,8.77,8.18
7.95,8.95,8.97,9.95,8.78
4.22,5.22,6.17,6.22,6.91
5.1,6.1,6.82,7.1,7.35
7.43,8.43,8.57,9.43,8.51
7.39,8.39,8.55,9.39,8.5
5.24,6.24,6.93,7.24,7.42
3.8,4.8,5.85,5.8,6.7
6.09,7.09,7.57,8.09,7.84
2.74,3.74,5.06,4.74,6.17
7,8,8.25,9,8.3
2.5,3.5,4.88,4.5,6.05
3.48,4.48,5.61,5.48,6.54
6.39,7.39,7.8,8.39,8
7.84,8.84,8.88,9.84,8.72
8.48,9.48,9.36,10,9.04
4.72,5.72,6.54,6.72,7.16
3.45,4.45,5.58,5.45,6.52
6.86,7.86,8.15,8.86,8.23
6.04,7.04,7.53,8.04,7.82
4.43,5.43,6.32,6.43,7.01
5.56,6.56,7.17,7.56,7.58
3.94,4.94,5.95,5.94,6.77
6.45,7.45,7.84,8.45,8.03
7.86,8.86,8.89,9.86,8.73
7.8,8.8,8.85,9.8,8.7
9.49,10,10,10,9.54
4.17,5.17,6.13,6.17,6.89
5.49,6.49,7.12,7.49,7.54
6.99,7.99,8.24,8.99,8.3
7.28,8.28,8.46,9.28,8.44
5.93,6.93,7.45,7.93,7.77
5.83,6.83,7.37,7.83,7.71
6.97,7.97,8.23,8.97,8.29
6.55,7.55,7.91,8.55,8.07
6.07,7.07,7.55,8.07,7.84
3.96,4.96,5.97,5.96,6.78
6.56,7.56,7.92,8.56,8.08
7.9,8.9,8.93,9.9,8.75
5.42,6.42,7.06,7.42,7.51
10,10,10,10,10
7.54,8.54,8.66,9.54,8.57
6.99,7.99,8.24,8.99,8.29
5.28,6.28,6.96,7.28,7.44
1.77,2.77,4.33,3.77,5.68
4.98,5.98,6.73,6.98,7.29
7.65,8.65,8.74,9.65,8.63
8.17,9.17,9.13,10,8.88
7.69,8.69,8.76,9.69,8.64
5.54,6.54,7.15,7.54,7.57
3.48,4.48,5.61,5.48,6.54
5.97,6.97,7.48,7.97,7.78
3.46,4.46,5.59,5.46,6.53
7.36,8.36,8.52,9.36,8.48
6.43,7.43,7.82,8.43,8.01
2.95,3.95,5.21,4.95,6.27
4.87,5.87,6.65,6.87,7.23
4.31,5.31,6.24,6.31,6.96
6.69,7.69,8.02,8.69,8.15
5.68,6.68,7.26,7.68,7.64
4.39,5.39,6.29,6.39,6.99
7.9,8.9,8.92,9.9,8.75
2.48,3.48,4.86,4.48,6.04
5.62,6.62,7.22,7.62,7.61
8.39,9.39,9.29,10,8.99
3.86,4.86,5.89,5.86,6.73
2.29,3.29,4.72,4.29,5.94
9.15,10,9.86,10,9.37
4.1,5.1,6.07,6.1,6.85
7.18,8.18,8.38,9.18,8.39
5.41,6.41,7.06,7.41,7.51
7.26,8.26,8.45,9.26,8.43
4.42,5.42,6.31,6.42,7.01
10,10,10,10,9.97
5.86,6.86,7.4,7.86,7.73
4.37,5.37,6.28,6.37,6.99
6.63,7.63,7.97,8.63,8.11
7.12,8.12,8.34,9.12,8.36
8.3,9.3,9.23,10,8.95
1.9,2.9,4.43,3.9,5.75
7.7,8.7,8.78,9.7,8.65
5.76,6.76,7.32,7.76,7.68
6.57,7.57,7.92,8.57,8.08
9.07,10,9.8,10,9.34
8.88,9.88,9.66,10,9.24
4.92,5.92,6.69,6.92,7.26
4.44,5.44,6.33,6.44,7.02
2.81,3.81,5.11,4.81,6.2
1.95,2.95,4.46,3.95,5.77
4.05,5.05,6.03,6.05,6.82
5.16,6.16,6.87,7.16,7.38
7.43,8.43,8.57,9.43,8.52
7.58,8.58,8.69,9.58,8.59
4.31,5.31,6.23,6.31,6.96
7.52,8.52,8.64,9.52,8.56
5.47,6.47,7.1,7.47,7.53
6.4,7.4,7.8,8.4,8
1.73,2.73,4.3,3.73,5.67
3.84,4.84,5.88,5.84,6.72
3.78,4.78,5.84,5.78,6.69
3.35,4.35,5.51,5.35,6.47
2.4,3.4,4.8,4.4,6
7.63,8.63,8.72,9.63,8.61
5.52,6.52,7.14,7.52,7.56
9.46,10,10,10,9.53
7.58,8.58,8.68,9.58,8.59
6.08,7.08,7.56,8.08,7.84
6.78,7.78,8.08,8.78,8.19
3.3,4.3,5.47,5.3,6.45
5.76,6.76,7.32,7.76,7.68
8.25,9.25,9.19,10,8.92
5.46,6.46,7.1,7.46,7.53
5.26,6.26,6.95,7.26,7.43
5.49,6.49,7.12,7.49,7.55
6.61,7.61,7.96,8.61,8.1
7.38,8.38,8.54,9.38,8.49
9.16,10,9.87,10,9.38
5.1,6.1,6.82,7.1,7.35
6.01,7.01,7.5,8.01,7.8
3.46,4.46,5.6,5.46,6.53
5.49,6.49,7.12,7.49,7.55
6.23,7.23,7.67,8.23,7.91
4.23,5.23,6.17,6.23,6.91
5.85,6.85,7.39,7.85,7.73
7.2,8.2,8.4,9.2,8.4
8.23,9.23,9.17,10,8.92
6.08,7.08,7.56,8.08,7.84
5.91,6.91,7.43,7.91,7.75
4.3,5.3,6.23,6.3,6.95
5.16,6.16,6.87,7.16,7.38
7.15,8.15,8.36,9.15,8.37
7.2,8.2,8.4,9.2,8.4
4.86,5.86,6.65,6.86,7.23
7.13,8.13,8.35,9.13,8.37
4.28,5.28,6.21,6.28,6.94
6,7,7.5,8,7.8
5.43,6.43,7.07,7.43,7.52
8.44,9.44,9.33,10,9.02
3.79,4.79,5.84,5.79,6.69
7.27,8.27,8.45,9.27,8.43
3.82,4.82,5.86,5.82,6.71
6.81,7.81,8.11,8.81,8.2
6.93,7.93,8.2,8.93,8.27
9.02,10,9.77,10,9.31
6.41,7.41,7.81,8.41,8.01
5.95,6.95,7.46,7.95,7.77
7.36,8.36,8.52,9.36,8.48
7.75,8.75,8.81,9.75,8.67
6.13,7.13,7.59,8.13,7.86
7.26,8.26,8.45,9.26,8.43
9.45,10,10,10,9.52
2.79,3.79,5.1,4.79,6.2
8.79,9.79,9.59,10,9.2
7.58,8.58,8.69,9.58,8.59
1.19,2.19,3.89,3.19,5.4
4.62,5.62,6.47,6.62,7.11
5.03,6.03,6.77,7.03,7.32
8.06,9.06,9.05,10,8.83
4.13,5.13,6.1,6.13,6.87
6.64,7.64,7.98,8.64,8.12
6.43,7.43,7.82,8.43,8.02
0.93,1.93,3.7,2.93,5.27
3.86,4.86,5.89,5.86,6.73
8.25,9.25,9.19,10,8.92
4.78,5.78,6.58,6.78,7.19
6.53,7.53,7.89,8.53,8.06
9.84,10,10,10,9.72
5.14,6.14,6.86,7.14,7.37
0.21,0.79,2.85,1.79,4.7
5.26,6.26,6.95,7.26,7.43
4.72,5.72,6.54,6.72,7.16
10,10,10,10,10
8.58,9.58,9.44,10,9.09
6.66,7.66,8,8.66,8.13
6.45,7.45,7.84,8.45,8.03
7.24,8.24,8.43,9.24,8.42
6.9,7.9,8.17,8.9,8.25
7.37,8.37,8.52,9.37,8.48
5.99,6.99,7.49,7.99,7.8
0.96,0.04,2.28,1.04,4.32
8.1,9.1,9.07,10,8.85
4.84,5.84,6.63,6.84,7.22
5.53,6.53,7.14,7.53,7.56
7.86,8.86,8.9,9.86,8.73
2.55,3.55,4.91,4.55,6.08
8.04,9.04,9.03,10,8.82
7.8,8.8,8.85,9.8,8.7
8.25,9.25,9.19,10,8.93
6.74,7.74,8.06,8.74,8.17
6.8,7.8,8.1,8.8,8.2
6,7,7.5,8,7.8
7.12,8.12,8.34,9.12,8.36
4.58,5.58,6.44,6.58,7.09
7.74,8.74,8.8,9.74,8.67
5.28,6.28,6.96,7.28,7.44
4.85,5.85,6.63,6.85,7.22
4.55,5.55,6.41,6.55,7.07
2.23,3.23,4.67,4.23,5.91
4.93,5.93,6.7,6.93,7.26
4.69,5.69,6.52,6.69,7.14
6.28,7.28,7.71,8.28,7.94
6.01,7.01,7.51,8.01,7.8
7.81,8.81,8.86,9.81,8.71
6.73,7.73,8.05,8.73,8.17
10,10,10,10,9.99
4.28,5.28,6.21,6.28,6.94
7.67,8.67,8.75,9.67,8.63
5.75,6.75,7.31,7.75,7.68
4.7,5.7,6.52,6.7,7.15
3.73,4.73,5.8,5.73,6.66
9.57,10,10,10,9.58
5.85,6.85,7.38,7.85,7.72
6.24,7.24,7.68,8.24,7.92
5.06,6.06,6.79,7.06,7.33
9.46,10,10,10,9.53
7.48,8.48,8.61,9.48,8.54
9.27,10,9.95,10,9.43
4.46,5.46,6.34,6.46,7.03
7.94,8.94,8.95,9.94,8.77
2.64,3.64,4.98,4.64,6.12
7.72,8.72,8.79,9.72,8.66
4.57,5.57,6.43,6.57,7.09
4.52,5.52,6.39,6.52,7.06
8.72,9.72,9.54,10,9.16
7.07,8.07,8.3,9.07,8.33
6.44,7.44,7.83,8.44,8.02
5.4,6.4,7.05,7.4,7.5
10,10,10,10,9.87
7.94,8.94,8.96,9.94,8.77
6.57,7.57,7.93,8.57,8.08
3.59,4.59,5.69,5.59,6.59
6.77,7.77,8.08,8.77,8.18
6.81,7.81,8.11,8.81,8.2
7.68,8.68,8.76,9.68,8.64
7.46,8.46,8.59,9.46,8.53
5.87,6.87,7.4,7.87,7.73
6.39,7.39,7.79,8.39,7.99
5.19,6.19,6.89,7.19,7.4
6.02,7.02,7.51,8.02,7.81
4.33,5.33,6.24,6.33,6.96
5.05,6.05,6.78,7.05,7.32
9.01,10,9.76,10,9.3
8.34,9.34,9.26,10,8.97
3.63,4.63,5.72,5.63,6.62
7.17,8.17,8.38,9.17,8.38
7.08,8.08,8.31,9.08,8.34
5.22,6.22,6.92,7.22,7.41
5.58,6.58,7.19,7.58,7.59
5.44,6.44,7.08,7.44,7.52
2.18,3.18,4.63,4.18,5.89
8.51,9.51,9.38,10,9.06
7.29,8.29,8.47,9.29,8.45
7.44,8.44,8.58,9.44,8.52
2.44,3.44,4.83,4.44,6.02
6.11,7.11,7.58,8.11,7.85
2.34,3.34,4.76,4.34,5.97
4.52,5.52,6.39,6.52,7.06
7.94,8.94,8.96,9.94,8.77
4.05,5.05,6.04,6.05,6.82
9.97,10,10,10,9.79
3.47,4.47,5.6,5.47,6.54
5.01,6.01,6.76,7.01,7.31
8.2,9.2,9.15,10,8.9
6.96,7.96,8.22,8.96,8.28
4.36,5.36,6.27,6.36,6.98
4.04,5.04,6.03,6.04,6.82
5.15,6.15,6.86,7.15,7.37
5.08,6.08,6.81,7.08,7.34
8.67,9.67,9.5,10,9.14
5.24,6.24,6.93,7.24,7.42
4.77,5.77,6.58,6.77,7.19
9.2,10,9.9,10,9.4
6.11,7.11,7.58,8.11,7.86
6.34,7.34,7.75,8.34,7.97
7.43,8.43,8.57,9.43,8.51
8.9,9.9,9.67,10,9.25
7.69,8.69,8.76,9.69,8.64
6.3,7.3,7.73,8.3,7.95
4.37,5.37,6.28,6.37,6.99
1.6,2.6,4.2,3.6,5.6
6.21,7.21,7.66,8.21,7.9
7.41,8.41,8.55,9.41,8.5
7.13,8.13,8.34,9.13,8.36
8.97,9.97,9.72,10,9.28
4.63,5.63,6.47,6.63,7.11
4.43,5.43,6.32,6.43,7.01
6.61,7.61,7.96,8.61,8.11
5.25,6.25,6.94,7.25,7.42
7.13,8.13,8.35,9.13,8.36
5.41,6.41,7.06,7.41,7.51
6.17,7.17,7.62,8.17,7.88
4.48,5.48,6.36,6.48,7.04
5.29,6.29,6.97,7.29,7.45
7.52,8.52,8.64,9.52,8.56
6.93,7.93,8.2,8.93,8.27
4.12,5.12,6.09,6.12,6.86
4.95,5.95,6.71,6.95,7.27
6.08,7.08,7.56,8.08,7.84
5.13,6.13,6.85,7.13,7.36
8.14,9.14,9.1,10,8.87
9.34,10,10,10,9.47
4.91,5.91,6.68,6.91,7.26
8.14,9.14,9.1,10,8.87
9.12,10,9.84,10,9.36
6.94,7.94,8.2,8.94,8.27
9.44,10,10,10,9.52
5.92,6.92,7.44,7.92,7.76
5.52,6.52,7.14,7.52,7.56
2.87,3.87,5.15,4.87,6.23
10,10,10,10,9.82
6.23,7.23,7.67,8.23,7.91
5.19,6.19,6.89,7.19,7.4
7.34,8.34,8.5,9.34,8.47
7.23,8.23,8.42,9.23,8.42
7.62,8.62,8.71,9.62,8.61
7.3,8.3,8.47,9.3,8.45
4.77,5.77,6.57,6.77,7.18
6.55,7.55,7.92,8.55,8.08
2.58,3.58,4.94,4.58,6.09
4.56,5.56,6.42,6.56,7.08
7.1,8.1,8.32,9.1,8.35
5.11,6.11,6.84,7.11,7.36
5.85,6.85,7.39,7.85,7.73
5.92,6.92,7.44,7.92,7.76
9.66,10,10,10,9.63
6.39,7.39,7.79,8.39,7.99
4.21,5.21,6.16,6.21,6.9
8.32,9.32,9.24,10,8.96
8.37,9.37,9.28,10,8.99
4.08,5.08,6.06,6.08,6.84
7.64,8.64,8.73,9.64,8.62
4.23,5.23,6.17,6.23,6.92
9.57,10,10,10,9.58
6.26,7.26,7.7,8.26,7.93
0.68,1.68,3.51,2.68,5.14
8.25,9.25,9.18,10,8.92
7.48,8.48,8.61,9.48,8.54
5.6,6.6,7.2,7.6,7.6
4.59,5.59,6.44,6.59,7.09
1.66,2.66,4.25,3.66,5.63
6.07,7.07,7.55,8.07,7.83
4.51,5.51,6.38,6.51,7.05
10,10,10,10,10
6.66,7.66,8,8.66,8.13
9.43,10,10,10,9.51
7.35,8.35,8.51,9.35,8.48
6.42,7.42,7.81,8.42,8.01
9.75,10,10,10,9.67
7.27,8.27,8.45,9.27,8.43
7.02,8.02,8.27,9.02,8.31
5.66,6.66,7.25,7.66,7.63
6.97,7.97,8.23,8.97,8.29
5.91,6.91,7.43,7.91,7.75
5.09,6.09,6.82,7.09,7.35
3.44,4.44,5.58,5.44,6.52
7.62,8.62,8.71,9.62,8.61
6.94,7.94,8.21,8.94,8.27
6.59,7.59,7.94,8.59,8.09
3.3,4.3,5.47,5.3,6.45
9.38,10,10,10,9.49
3.67,4.67,5.76,5.67,6.64
4.06,5.06,6.04,6.06,6.83
4.95,5.95,6.71,6.95,7.27
5,6,6.75,7,7.3
7.65,8.65,8.74,9.65,8.63
4.09,5.09,6.07,6.09,6.84
5.78,6.78,7.34,7.78,7.69
7.95,8.95,8.96,9.95,8.77
8.17,9.17,9.13,10,8.89
3.68,4.68,5.76,5.68,6.64
7.1,8.1,8.32,9.1,8.35
4.47,5.47,6.36,6.47,7.04
3.36,4.36,5.52,5.36,6.48
8.7,9.7,9.53,10,9.15
5.17,6.17,6.88,7.17,7.39
8.53,9.53,9.4,10,9.06
6.75,7.75,8.06,8.75,8.17
7.46,8.46,8.6,9.46,8.53
8.52,9.52,9.39,10,9.06
7.01,8.01,8.25,9.01,8.3
3.06,4.06,5.3,5.06,6.33
3.49,4.49,5.62,5.49,6.54
6.51,7.51,7.88,8.51,8.06
10,10,10,10,9.8
10,10,10,10,10
5.62,6.62,7.21,7.62,7.61
8.72,9.72,9.54,10,9.16
5.52,6.52,7.14,7.52,7.56
6.8,7.8,8.1,8.8,8.2
8.22,9.22,9.16,10,8.91
5.92,6.92,7.44,7.92,7.76
7.66,8.66,8.74,9.66,8.63
7.52,8.52,8.64,9.52,8.56
9.49,10,10,10,9.55
7.2,8.2,8.4,9.2,8.4
9.46,10,10,10,9.53
3.07,4.07,5.3,5.07,6.33
4.22,5.22,6.16,6.22,6.91
7.01,8.01,8.26,9.01,8.3
2.98,3.98,5.24,4.98,6.29
9.65,10,10,10,9.62
5.25,6.25,6.94,7.25,7.43
6.37,7.37,7.78,8.37,7.99
7.58,8.58,8.69,9.58,8.59
2.93,3.93,5.2,4.93,6.27
6.97,7.97,8.22,8.97,8.28
1.72,2.72,4.29,3.72,5.66
9.64,10,10,10,9.62
7.72,8.72,8.79,9.72,8.66
3.47,4.47,5.6,5.47,6.54
6.17,7.17,7.63,8.17,7.89
2.36,3.36,4.77,4.36,5.98
3.38,4.38,5.54,5.38,6.49
6.35,7.35,7.76,8.35,7.97
5.24,6.24,6.93,7.24,7.42
3.24,4.24,5.43,5.24,6.42
5.6,6.6,7.2,7.6,7.6
5.18,6.18,6.88,7.18,7.39
7.16,8.16,8.37,9.16,8.38
7.23,8.23,8.42,9.23,8.41
2.55,3.55,4.91,4.55,6.08
5.38,6.38,7.04,7.38,7.49
5.36,6.36,7.02,7.36,7.48
5.72,6.72,7.29,7.72,7.66
1.62,2.62,4.21,3.62,5.61
3.84,4.84,5.88,5.84,6.72
5.17,6.17,6.88,7.17,7.38
5.21,6.21,6.91,7.21,7.4
4.03,5.03,6.02,6.03,6.82
6.36,7.36,7.77,8.36,7.98
2.99,3.99,5.24,4.99,6.29
1.61,2.61,4.2,3.61,5.6
7.23,8.23,8.42,9.23,8.41
7.98,8.98,8.98,9.98,8.79
6.28,7.28,7.71,8.28,7.94
6.87,7.87,8.15,8.87,8.24
6.86,7.86,8.14,8.86,8.23
5.25,6.25,6.93,7.25,7.42
5.01,6.01,6.76,7.01,7.31
5.75,6.75,7.31,7.75,7.67
4.87,5.87,6.65,6.87,7.24
6.04,7.04,7.53,8.04,7.82
4.83,5.83,6.62,6.83,7.21
3.92,4.92,5.94,5.92,6.76
5.59,6.59,7.19,7.59,7.59
6.58,7.58,7.93,8.58,8.09
4.5,5.5,6.38,6.5,7.05
8.06,9.06,9.05,10,8.83
7.98,8.98,8.98,9.98,8.79
5.14,6.14,6.86,7.14,7.37
6.44,7.44,7.83,8.44,8.02
4.35,5.35,6.26,6.35,6.97
8.13,9.13,9.1,10,8.86
5.68,6.68,7.26,7.68,7.64
3,4,5.25,5,6.3
6.97,7.97,8.23,8.97,8.29
7.06,8.06,8.3,9.06,8.33
9.01,10,9.76,10,9.3
5.01,6.01,6.76,7.01,7.31
7.15,8.15,8.36,9.15,8.37
6.37,7.37,7.78,8.37,7.99
8.06,9.06,9.05,10,8.83
2.3,3.3,4.73,4.3,5.95
5.32,6.32,6.99,7.32,7.46
2.22,3.22,4.66,4.22,5.91
6.19,7.19,7.64,8.19,7.89
5.99,6.99,7.49,7.99,7.79
7.61,8.61,8.71,9.61,8.61
5.71,6.71,7.28,7.71,7.65
9.18,10,9.88,10,9.39
4.97,5.97,6.73,6.97,7.28
9.55,10,10,10,9.57
5.72,6.72,7.29,7.72,7.66
9.46,10,10,10,9.53
7.04,8.04,8.28,9.04,8.32
6.37,7.37,7.78,8.37,7.98
7.28,8.28,8.46,9.28,8.44
8.42,9.42,9.31,10,9.01
3.99,4.99,5.99,5.99,6.8
7.14,8.14,8.35,9.14,8.37
4.32,5.32,6.24,6.32,6.96
9.48,10,10,10,9.54
9.53,10,10,10,9.56
5.84,6.84,7.38,7.84,7.72
4.75,5.75,6.56,6.75,7.18
7.35,8.35,8.51,9.35,8.48
6.51,7.51,7.88,8.51,8.06
3.32,4.32,5.49,5.32,6.46
6.64,7.64,7.98,8.64,8.12
3.5,4.5,5.63,5.5,6.55
4.06,5.06,6.05,6.06,6.83
5.33,6.33,7,7.33,7.47
6.18,7.18,7.63,8.18,7.89
4.58,5.58,6.44,6.58,7.09
5.82,6.82,7.36,7.82,7.71
5.56,6.56,7.17,7.56,7.58
6.67,7.67,8,8.67,8.13
3.18,4.18,5.38,5.18,6.39
8.97,9.97,9.73,10,9.28
2.91,3.91,5.18,4.91,6.26
7.04,8.04,8.28,9.04,8.32
5.71,6.71,7.28,7.71,7.65
3.57,4.57,5.67,5.57,6.58
6.76,7.76,8.07,8.76,8.18
2.09,3.09,4.56,4.09,5.84
4.82,5.82,6.62,6.82,7.21
6.17,7.17,7.63,8.17,7.89
6.82,7.82,8.11,8.82,8.21
5.53,6.53,7.15,7.53,7.57
5.94,6.94,7.46,7.94,7.77
1.38,2.38,4.04,3.38,5.49
3.26,4.26,5.45,5.26,6.43
8.86,9.86,9.65,10,9.23
2.56,3.56,4.92,4.56,6.08
8.4,9.4,9.3,10,9
4.11,5.11,6.08,6.11,6.85
5.53,6.53,7.15,7.53,7.57
6.42,7.42,7.81,8.42,8.01
3.55,4.55,5.66,5.55,6.58
9.53,10,10,10,9.57
4.84,5.84,6.63,6.84,7.22
9.03,10,9.77,10,9.32
6.24,7.24,7.68,8.24,7.92
5.58,6.58,7.19,7.58,7.59
4.86,5.86,6.65,6.86,7.23
6.78,7.78,8.08,8.78,8.19
6.76,7.76,8.07,8.76,8.18
8.78,9.78,9.58,10,9.19
4.88,5.88,6.66,6.88,7.24
5.3,6.3,6.98,7.3,7.45
3.94,4.94,5.96,5.94,6.77
4.63,5.63,6.47,6.63,7.11
6.65,7.65,7.99,8.65,8.12
7.15,8.15,8.36,9.15,8.37
6.72,7.72,8.04,8.72,8.16
5.42,6.42,7.07,7.42,7.51
5.68,6.68,7.26,7.68,7.64
6.6,7.6,7.95,8.6,8.1
5.36,6.36,7.02,7.36,7.48
7.6,8.6,8.7,9.6,8.6
6.66,7.66,8,8.66,8.13
3.97,4.97,5.98,5.97,6.79
4.64,5.64,6.48,6.64,7.12
5.37,6.37,7.03,7.37,7.49
6.74,7.74,8.06,8.74,8.17
4.45,5.45,6.34,6.45,7.03
4.16,5.16,6.12,6.16,6.88
5.58,6.58,7.18,7.58,7.59
6.2,7.2,7.65,8.2,7.9
8.92,9.92,9.69,10,9.26
9.73,10,10,10,9.66
2.33,3.33,4.74,4.33,5.96
2.98,3.98,5.23,4.98,6.29
6.84,7.84,8.13,8.84,8.22
4.81,5.81,6.61,6.81,7.21
6.63,7.63,7.97,8.63,8.12
7.91,8.91,8.94,9.91,8.76
7.41,8.41,8.56,9.41,8.51
8.05,9.05,9.04,10,8.82
9.18,10,9.88,10,9.39
10,10,10,10,10
5.49,6.49,7.11,7.49,7.54
2.32,3.32,4.74,4.32,5.96
7.72,8.72,8.79,9.72,8.66
5.62,6.62,7.21,7.62,7.61
5.55,6.55,7.16,7.55,7.57
5.56,6.56,7.17,7.56,7.58
5.55,6.55,7.17,7.55,7.58
6.42,7.42,7.82,8.42,8.01
9.44,10,10,10,9.52
8.15,9.15,9.12,10,8.88
4.01,5.01,6,6.01,6.8
6.79,7.79,8.09,8.79,8.19
7.59,8.59,8.7,9.59,8.6
5.62,6.62,7.22,7.62,7.61
5.81,6.81,7.36,7.81,7.7
6.09,7.09,7.57,8.09,7.85
6.96,7.96,8.22,8.96,8.28
6.62,7.62,7.96,8.62,8.11
3.8,4.8,5.85,5.8,6.7
7.13,8.13,8.35,9.13,8.37
7.6,8.6,8.7,9.6,8.6
9.44,10,10,10,9.52
7.48,8.48,8.61,9.48,8.54
7.82,8.82,8.86,9.82,8.71
10,10,10,10,9.92
3.27,4.27,5.45,5.27,6.44
3.46,4.46,5.6,5.46,6.53
7.31,8.31,8.48,9.31,8.45
8.5,9.5,9.38,10,9.05
4.02,5.02,6.01,6.02,6.81
8.57,9.57,9.43,10,9.09
7,8,8.25,9,8.3
5.39,6.39,7.05,7.39,7.5
3.07,4.07,5.3,5.07,6.33
3.55,4.55,5.66,5.55,6.58
5.7,6.7,7.28,7.7,7.65
4.88,5.88,6.66,6.88,7.24
8.58,9.58,9.43,10,9.09
1.98,2.98,4.49,3.98,5.79
4.38,5.38,6.29,6.38,6.99
7.58,8.58,8.68,9.58,8.59
8.59,9.59,9.44,10,9.09
6.28,7.28,7.71,8.28,7.94
7.54,8.54,8.65,9.54,8.57
7.13,8.13,8.35,9.13,8.36
2.59,3.59,4.95,4.59,6.1
6.13,7.13,7.6,8.13,7.87
5.47,6.47,7.1,7.47,7.53
6.54,7.54,7.9,8.54,8.07
6.79,7.79,8.1,8.79,8.2
5.64,6.64,7.23,7.64,7.62
5.67,6.67,7.25,7.67,7.63
6.96,7.96,8.22,8.96,8.28
8.01,9.01,9.01,10,8.81
2.56,3.56,4.92,4.56,6.08
6.97,7.97,8.23,8.97,8.29
6.59,7.59,7.94,8.59,8.09
5.13,6.13,6.84,7.13,7.36
4.45,5.45,6.34,6.45,7.02
0.53,1.53,3.4,2.53,5.07
7.07,8.07,8.3,9.07,8.33
7.46,8.46,8.6,9.46,8.53
3.76,4.76,5.82,5.76,6.68
5.11,6.11,6.83,7.11,7.36
5.52,6.52,7.14,7.52,7.56
8.05,9.05,9.04,10,8.83
5.03,6.03,6.77,7.03,7.31
5.89,6.89,7.42,7.89,7.74
6.71,7.71,8.03,8.71,8.15
5.71,6.71,7.28,7.71,7.65
7.25,8.25,8.44,9.25,8.42
5.11,6.11,6.83,7.11,7.36
7.28,8.28,8.46,9.28,8.44
5.55,6.55,7.16,7.55,7.58
6.38,7.38,7.78,8.38,7.99
5.64,6.64,7.23,7.64,7.62
4.94,5.94,6.7,6.94,7.27
6.81,7.81,8.11,8.81,8.21
3.75,4.75,5.81,5.75,6.67
8.05,9.05,9.04,10,8.82
5.63,6.63,7.22,7.63,7.61
6.68,7.68,8.01,8.68,8.14
4.25,5.25,6.19,6.25,6.93
5.99,6.99,7.49,7.99,7.79
8.6,9.6,9.45,10,9.1
4.86,5.86,6.64,6.86,7.23
9.89,10,10,10,9.75
7.9,8.9,8.92,9.9,8.75
4.02,5.02,6.01,6.02,6.81
6.78,7.78,8.09,8.78,8.19
1.5,2.5,4.12,3.5,5.55
2.36,3.36,4.77,4.36,5.98
6.39,7.39,7.79,8.39,8
4.59,5.59,6.44,6.59,7.09
6.3,7.3,7.72,8.3,7.95
7.73,8.73,8.8,9.73,8.67
5.6,6.6,7.2,7.6,7.6
8.49,9.49,9.37,10,9.04
5.07,6.07,6.8,7.07,7.34
5.23,6.23,6.92,7.23,7.42
6.2,7.2,7.65,8.2,7.9
4,5,6,6,6.8
5.02,6.02,6.76,7.02,7.31
5.54,6.54,7.15,7.54,7.57
3.81,4.81,5.86,5.81,6.71
4.16,5.16,6.12,6.16,6.88
3.46,4.46,5.59,5.46,6.53
6.61,7.61,7.96,8.61,8.11
7.09,8.09,8.32,9.09,8.35
6.85,7.85,8.14,8.85,8.23
5.1,6.1,6.83,7.1,7.35
7.39,8.39,8.55,9.39,8.5
6.39,7.39,7.79,8.39,8
4.32,5.32,6.24,6.32,6.96
6.96,7.96,8.22,8.96,8.28
5.88,6.88,7.41,7.88,7.74
3.84,4.84,5.88,5.84,6.72
7.32,8.32,8.49,9.32,8.46
7.93,8.93,8.95,9.93,8.77
6.69,7.69,8.02,8.69,8.15
7.53,8.53,8.65,9.53,8.57
6.98,7.98,8.24,8.98,8.29
5.8,6.8,7.35,7.8,7.7
7.18,8.18,8.39,9.18,8.39
5.77,6.77,7.33,7.77,7.68
5.28,6.28,6.96,7.28,7.44
2.88,3.88,5.16,4.88,6.24
5.02,6.02,6.76,7.02,7.31
6.78,7.78,8.08,8.78,8.19
5.6,6.6,7.2,7.6,7.6
5.23,6.23,6.92,7.23,7.41
4.06,5.06,6.05,6.06,6.83
7.85,8.85,8.89,9.85,8.73
6.32,7.32,7.74,8.32,7.96
5.41,6.41,7.06,7.41,7.51
2.7,3.7,5.02,4.7,6.15
6.12,7.12,7.59,8.12,7.86
6.74,7.74,8.05,8.74,8.17
4.07,5.07,6.05,6.07,6.83
6.57,7.57,7.93,8.57,8.08
3.81,4.81,5.86,5.81,6.7
2.32,3.32,4.74,4.32,5.96
6.34,7.34,7.76,8.34,7.97
9.88,10,10,10,9.74
7.7,8.7,8.78,9.7,8.65
7.97,8.97,8.98,9.97,8.79
7.71,8.71,8.78,9.71,8.65
9.96,10,10,10,9.78
8.16,9.16,9.12,10,8.88
3.42,4.42,5.56,5.42,6.51
6.18,7.18,7.63,8.18,7.89
7.27,8.27,8.45,9.27,8.44
8.26,9.26,9.19,10,8.93
7.55,8.55,8.67,9.55,8.58
9.79,10,10,10,9.7
